food_natural_5,food_import_6,food_taste_7,food_make_import_8,brand_popular_9,packaging_10,packaging_11,packaging_12,packaging_13,packaging_14,packaging_15,packaging_16,packaging_17,packaging_18,packaging_19,opt1_buy,opt1_unique,opt1_premium,opt1_taste,opt1_personal,opt2_buy,opt2_unique,opt2_premium,opt2_taste,opt2_personal,opt3_buy,opt3_unique,opt3_premium,opt3_taste,opt3_personal,opt4_buy,opt4_unique,opt4_premium,opt4_taste,opt4_personal,opt5_buy,opt5_unique,opt5_premium,opt5_taste,opt5_personal,opt6_buy,opt6_unique,opt6_premium,opt6_taste,opt6_personal,opt7_buy,opt7_unique,opt7_premium,opt7_taste,opt7_personal,opt8_buy,opt8_unique,opt8_premium,opt8_taste,opt8_personal,opt9_buy,opt9_unique,opt9_premium,opt9_taste,opt9_personal,opt10_buy,opt10_unique,opt10_premium,opt10_taste,opt10_personal,age_,gender,status,mean_2,top3_opt1,top3_opt2,top3_opt3,top3_opt4,top3_opt5,top3_opt6,top3_opt7,top3_opt8,top3_opt9,top3_opt10,cat_thai,cat_inter,cat_mixed,price_premium,price_medium,price_low,pkg_none,pkg_quality,pkg_packaging,pkg_gift,pkg_other,target_buy,cluster,anomaly,anomaly_score
4,2,4,2,3,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,4,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0.143
4,4,5,3,4,1,1,4,4,4,5,3,3,4,4,3,4,3,3,3,3,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,4,3,4,3,1,2,4,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0.1739
5,4,5,5,5,0,1,5,4,5,5,5,5,5,4,2,4,2,2,2,3,3,3,3,2,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,3,3,3,3,3,4,3,4,4,4,1,2,4,3,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0.1325
3,2,5,2,2,0,1,2,2,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0416
5,4,5,4,4,1,2,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,4,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0.1405
5,3,5,1,3,1,1,3,5,5,4,2,3,5,3,2,3,3,2,2,4,3,2,4,3,4,3,3,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,4,3,3,3,3,3,2,2,3,2,3,2,4,4,4,4,4,3,3,3,4,3,2,2,4,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0.0772
5,4,4,4,5,1,1,4,4,4,4,2,4,5,3,1,4,1,1,1,1,4,1,1,1,4,4,3,4,3,1,4,1,1,1,1,1,1,1,1,4,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,4,4,4,1,2,3,3,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0.1084
5,3,5,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,4,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0.1792
5,4,5,4,4,0,1,4,4,3,4,4,3,4,3,3,3,2,4,3,4,4,4,4,4,5,5,5,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,2,1,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0.141
5,5,5,5,5,0,1,4,4,5,4,5,5,5,5,3,4,3,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0.0847
4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0.1792
4,3,4,2,3,0,1,3,3,5,5,4,4,4,3,4,5,4,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,3,3,4,3,3,3,3,5,5,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,4,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.1149
5,4,5,4,5,1,1,5,5,4,4,4,4,5,4,3,4,3,3,3,4,4,4,4,3,5,5,5,4,5,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4,5,5,5,5,5,4,3,3,3,3,3,4,3,3,3,3,4,4,3,3,2,2,3,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0.1321
4,4,4,3,4,1,1,4,3,4,4,3,3,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,5,4,4,3,3,4,3,3,3,4,5,4,4,3,4,5,4,4,3,3,4,4,3,3,3,4,3,3,3,1,2,4,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0.1767
5,4,5,4,5,0,1,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,2,2,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0.1479
4,3,5,3,5,0,1,4,5,3,5,1,3,4,3,1,4,2,1,1,3,4,3,1,1,4,5,3,4,4,5,5,4,4,5,3,3,1,3,1,2,3,3,2,1,1,1,1,1,1,4,4,4,5,5,1,1,1,1,1,3,3,2,2,1,1,2,4,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.0802
4,2,5,2,3,0,2,2,3,4,3,3,3,4,4,3,3,3,3,3,4,4,3,3,4,3,4,2,4,3,3,3,2,3,2,4,4,4,4,4,4,4,3,4,4,3,3,2,3,2,2,4,2,3,2,3,2,4,4,3,3,4,3,3,2,2,3,4,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.1192
4,3,4,3,5,1,1,4,4,4,4,5,3,5,3,2,2,2,2,2,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,3,3,3,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,3,4,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0.1405
4,3,5,4,4,1,1,4,5,4,3,4,4,4,3,3,4,3,3,3,4,5,3,3,4,5,4,4,3,4,4,4,3,4,4,2,3,3,3,3,3,3,4,4,3,3,4,3,4,3,3,4,3,3,3,2,3,2,3,2,2,2,2,3,2,2,2,4,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0.1285
4,3,5,3,4,0,2,3,4,3,3,3,3,4,3,2,4,2,2,1,4,3,2,2,2,3,4,3,2,3,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,2,3,2,2,2,3,4,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0.1703
4,3,5,4,4,1,2,4,5,5,5,5,3,5,4,4,5,3,4,4,3,3,3,2,2,4,3,4,3,3,4,5,4,4,4,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,2,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0.1301
4,2,4,2,3,0,1,2,2,5,3,3,2,5,5,4,4,3,3,3,3,4,3,3,3,4,5,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0.0305
4,3,5,3,4,1,1,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,4,3,4,4,3,5,3,3,3,3,3,3,1,2,4,2,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0.1691
4,3,5,3,4,1,1,4,3,5,5,5,4,5,4,3,4,3,4,3,5,5,3,4,3,5,4,5,5,5,3,4,3,4,3,5,4,5,5,5,5,5,5,4,5,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,2,2,4,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0.1439
5,4,5,4,4,1,2,4,5,4,4,5,4,5,5,4,5,4,5,5,5,5,5,4,4,5,4,4,5,5,4,4,5,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,5,3,3,4,3,4,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0.1398
4,1,5,1,4,1,2,4,3,3,4,4,3,4,3,1,3,2,1,1,3,3,2,3,1,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,1,2,3,3,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0.1067
4,3,5,3,5,0,2,4,3,5,4,3,4,4,3,3,4,3,3,3,3,3,4,3,3,2,4,2,3,2,3,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,4,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.1547
5,5,5,5,5,0,1,5,5,5,5,5,5,5,5,2,4,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,4,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0.1476
3,3,4,4,5,0,3,4,4,5,3,3,5,5,4,3,4,3,3,2,4,5,3,3,4,4,3,4,4,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,4,3,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,3,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0.0981
5,3,4,3,5,1,1,4,5,4,5,5,4,5,3,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0.1211
3,3,5,4,4,0,1,3,2,2,5,3,4,5,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,2,2,2,2,1,4,4,3,3,3,2,2,3,3,3,1,2,1,1,1,2,4,2,2,2,1,2,3,3,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0321
5,3,3,5,5,1,1,5,3,3,5,5,5,5,3,1,3,1,1,1,1,3,1,1,1,3,1,4,3,1,1,1,2,1,1,1,3,4,1,1,1,1,3,1,1,4,4,4,3,3,1,1,4,4,1,1,1,1,1,1,1,2,4,1,1,3,3,4,3,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0.0399
4,4,5,4,4,1,2,5,4,5,5,3,4,4,4,3,3,2,2,2,4,4,3,4,4,3,3,2,2,1,3,3,2,3,1,4,4,3,3,4,1,2,1,2,1,4,3,4,4,2,3,2,3,3,2,3,3,3,2,2,1,2,3,2,1,3,2,2,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0.1316
5,3,5,3,4,0,2,4,4,5,5,4,3,4,4,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0.1642
4,3,5,3,5,1,2,5,5,5,5,3,3,4,3,3,5,4,3,2,4,5,5,4,4,4,5,3,5,4,3,5,4,4,4,3,5,5,4,4,2,5,3,4,3,2,4,3,4,3,3,5,3,4,3,4,5,3,4,4,4,5,5,5,4,2,2,4,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0.1256
4,3,3,3,4,0,1,3,3,4,3,3,4,4,5,3,4,3,4,3,3,3,3,3,3,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.1066
5,1,5,1,4,1,1,4,4,4,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.1125
3,2,5,1,3,1,1,4,4,2,1,1,1,4,3,1,5,1,1,1,1,4,2,3,1,4,5,2,3,3,3,5,1,3,1,1,5,1,1,1,1,5,1,1,1,1,5,1,1,1,3,5,2,1,1,1,5,1,4,1,1,5,1,1,1,1,2,4,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-1,-0.0605
5,3,3,4,5,1,1,5,5,5,5,3,5,4,5,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,3,3,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0.0442
5,2,5,3,2,1,1,5,5,4,4,4,3,3,3,3,3,2,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,1,2,3,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0.0362
4,4,5,4,5,0,2,4,5,5,4,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,3,3,4,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0.1416
4,4,4,4,4,1,1,4,3,3,3,5,4,5,4,3,4,2,3,2,2,4,3,3,2,3,4,3,3,3,3,4,3,3,3,4,3,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,3,3,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0.1216
5,4,5,4,4,1,2,4,5,5,5,4,4,5,5,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,4,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0.1502
4,5,5,5,5,1,1,3,3,4,4,5,5,5,5,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,2,3,2,2,2,3,3,2,2,3,3,3,2,5,5,4,5,4,3,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0.0541
4,4,5,3,4,1,1,4,4,4,4,3,3,4,4,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0.1926
5,4,5,3,5,1,1,5,4,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,5,4,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,4,3,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0.1346
5,2,4,2,3,1,1,3,2,4,5,4,5,3,3,3,4,2,2,2,3,4,3,4,3,3,4,3,3,3,4,4,3,3,3,4,4,4,3,4,3,4,3,3,3,4,4,4,3,3,3,4,3,3,3,2,2,3,3,2,2,4,3,3,3,2,2,2,3,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0.0382
3,5,4,4,5,1,2,4,5,3,3,3,5,5,4,3,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,5,4,4,4,2,2,2,2,2,1,1,1,1,1,2,2,3,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0.0433
5,3,3,3,4,1,1,5,4,5,5,4,3,5,4,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,3,3,4,3,3,3,3,4,3,3,4,5,5,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,2,2,4,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0.1025
5,1,5,1,1,1,1,5,3,5,5,5,5,5,1,2,3,3,3,2,4,4,4,3,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,3,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,-1,-0.0391
5,3,2,3,3,0,1,3,3,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0.0199
5,4,5,4,5,1,2,4,4,5,5,4,4,4,4,3,4,3,3,3,4,4,3,4,4,3,3,3,4,3,2,2,2,2,2,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,3,3,3,3,3,4,3,3,4,4,2,2,2,2,2,3,2,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0.1554
4,3,5,2,5,1,1,3,2,5,5,3,1,4,3,4,1,3,1,3,4,3,3,1,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,2,2,3,1,3,4,3,3,3,4,4,3,3,3,4,4,3,3,3,1,3,3,3,1,2,3,3,3,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0.0487
4,4,5,3,4,1,1,4,4,4,4,3,3,4,2,2,4,3,3,2,2,4,3,2,2,4,4,4,3,4,2,4,3,2,2,2,2,2,3,2,3,4,4,3,3,2,2,3,2,3,4,4,4,3,4,2,2,2,3,2,2,4,2,2,2,2,2,4,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.1611
5,3,4,3,3,0,1,3,1,1,5,1,3,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,4,2,1,1,2,2,2,2,2,2,2,1,2,3,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,-1,-0.0555
5,3,5,3,3,0,1,1,1,4,4,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,2,2,3,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,-1,-0.0005
4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,2,3,2,2,2,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,2,3,3,3,2,2,3,2,2,2,2,3,3,3,2,3,4,3,2,2,3,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0.1792
3,3,4,4,5,0,2,4,4,2,4,3,2,4,5,2,3,2,2,3,4,3,4,4,4,4,4,3,4,4,1,3,2,2,2,3,4,4,4,2,3,4,2,2,4,3,3,4,2,4,3,3,3,3,3,3,2,4,4,2,3,3,4,3,4,1,2,4,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0.034
3,3,3,3,5,0,1,5,3,5,3,5,5,5,4,3,3,3,2,2,3,3,3,3,2,4,4,3,3,4,4,4,3,3,4,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,4,4,4,3,4,2,2,2,2,2,1,1,1,1,1,2,2,4,3,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0405
5,4,3,3,4,1,1,4,4,5,4,4,4,4,3,2,2,2,2,2,5,4,3,3,3,5,5,5,4,4,4,4,3,3,3,4,5,3,3,3,4,5,4,3,3,5,5,5,5,5,5,5,4,4,4,5,5,4,5,5,3,4,3,3,2,1,1,3,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0.1163
5,4,5,4,5,1,3,5,4,5,5,4,5,5,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,2,4,2,2,2,2,2,3,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0.1272
5,4,5,4,5,1,2,5,5,5,3,3,3,5,5,5,5,4,4,3,5,5,3,4,3,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0.0877
5,1,5,1,1,1,1,5,1,5,5,5,1,5,1,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,-0.0855
5,2,5,3,5,1,2,5,4,3,5,5,4,4,4,3,4,2,4,3,2,3,4,2,2,4,4,4,4,3,3,4,3,4,2,2,3,3,3,2,4,5,4,4,4,2,5,2,3,3,4,5,4,4,4,3,3,2,2,2,2,2,3,2,2,3,3,3,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0.0842
5,4,4,3,4,0,2,3,3,3,5,4,3,4,5,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0.0961
3,3,4,3,4,0,1,3,2,5,3,3,3,4,4,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,1,2,3,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.097
5,3,5,3,3,0,2,3,3,3,3,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0.1267
5,2,3,1,3,0,2,5,3,5,5,4,5,5,4,2,4,1,1,1,2,4,1,2,1,2,5,3,3,3,2,5,3,3,3,1,4,2,2,1,3,4,3,3,3,2,5,1,2,1,3,5,3,3,3,2,5,2,2,1,3,4,4,3,3,2,2,2,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.0375
5,3,5,3,4,0,2,3,4,3,2,3,2,4,3,4,4,4,4,4,3,4,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,2,4,4,3,3,3,3,3,2,2,2,4,5,4,4,4,4,2,4,3,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0.103
5,3,5,2,3,1,2,4,4,5,5,4,4,5,4,2,2,1,1,1,3,3,2,2,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,3,5,4,3,2,3,2,2,3,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.1375
